Data as of,StartWeek,EndWeek,State,County,Fips Code,COVID-19 Deaths,Total Deaths
9/24/2020,2/1/2020,8/1/2020,TX,Hays County,48209,18,638
9/24/2020,2/1/2020,8/1/2020,TX,Hidalgo County,48215,959,3738
9/24/2020,2/1/2020,8/1/2020,TX,Hood County,48221,11,351
9/24/2020,2/1/2020,8/1/2020,TX,Hunt County,48231,19,486
9/24/2020,2/1/2020,8/1/2020,TX,Jefferson County,48245,131,1850
9/24/2020,2/1/2020,8/1/2020,TX,Kaufman County,48257,10,406
9/24/2020,2/1/2020,8/1/2020,TX,Kleberg County,48273,10,135
9/24/2020,2/1/2020,8/1/2020,TX,Lamar County,48277,32,394
9/24/2020,2/1/2020,8/1/2020,TX,Lubbock County,48303,144,2097
9/24/2020,2/1/2020,8/1/2020,TX,McLennan County,48309,71,1414
9/24/2020,2/1/2020,8/1/2020,TX,Matagorda County,48321,24,175
9/24/2020,2/1/2020,8/1/2020,TX,Maverick County,48323,37,215
9/24/2020,2/1/2020,8/1/2020,TX,Midland County,48329,46,642
9/24/2020,2/1/2020,8/1/2020,TX,Montgomery County,48339,187,3011
9/24/2020,2/1/2020,8/1/2020,TX,Nacogdoches County,48347,60,424
9/24/2020,2/1/2020,8/1/2020,TX,Nueces County,48355,272,2189
9/24/2020,2/1/2020,8/1/2020,TX,Panola County,48365,10,155
9/24/2020,2/1/2020,8/1/2020,TX,Parker County,48367,23,512
9/24/2020,2/1/2020,8/1/2020,TX,Potter County,48375,100,1217
9/24/2020,2/1/2020,8/1/2020,TX,Randall County,48381,12,348
9/24/2020,2/1/2020,8/1/2020,TX,Rockwall County,48397,36,470
9/24/2020,2/1/2020,8/1/2020,TX,Smith County,48423,88,2078
9/24/2020,2/1/2020,8/1/2020,TX,Starr County,48427,45,179
9/24/2020,2/1/2020,8/1/2020,TX,Tarrant County,48439,572,8904
9/24/2020,2/1/2020,8/1/2020,TX,Taylor County,48441,31,916
9/24/2020,2/1/2020,8/1/2020,TX,Titus County,48449,10,187
9/24/2020,2/1/2020,8/1/2020,TX,Tom Green County,48451,28,687
9/24/2020,2/1/2020,8/1/2020,TX,Travis County,48453,359,4061
9/24/2020,2/1/2020,8/1/2020,TX,Uvalde County,48463,12,146
9/24/2020,2/1/2020,8/1/2020,TX,Val Verde County,48465,36,193
9/24/2020,2/1/2020,8/1/2020,TX,Victoria County,48469,81,642
9/24/2020,2/1/2020,8/1/2020,TX,Walker County,48471,22,251
9/24/2020,2/1/2020,8/1/2020,TX,Washington County,48477,31,189
9/24/2020,2/1/2020,8/1/2020,TX,Webb County,48479,130,934
9/24/2020,2/1/2020,8/1/2020,TX,Wharton County,48481,17,189
9/24/2020,2/1/2020,8/1/2020,TX,Wichita County,48485,12,872
9/24/2020,2/1/2020,8/1/2020,TX,Williamson County,48491,130,1991
9/24/2020,2/1/2020,8/1/2020,TX,Wilson County,48493,13,196
9/24/2020,2/1/2020,8/1/2020,UT,Davis County,49011,12,1012
9/24/2020,2/1/2020,8/1/2020,UT,Salt Lake County,49035,217,4287
9/24/2020,2/1/2020,8/1/2020,UT,Utah County,49049,33,1499
9/24/2020,2/1/2020,8/1/2020,UT,Washington County,49053,32,942
9/24/2020,2/1/2020,8/1/2020,UT,Weber County,49057,25,1077
9/24/2020,2/1/2020,8/1/2020,VT,Chittenden County,50007,49,866
9/24/2020,2/1/2020,8/1/2020,VA,Accomack County,51001,18,238
9/24/2020,2/1/2020,8/1/2020,VA,Albemarle County,51003,33,603
9/24/2020,2/1/2020,8/1/2020,VA,Arlington County,51013,157,845
9/24/2020,2/1/2020,8/1/2020,VA,Augusta County,51015,10,497
9/24/2020,2/1/2020,8/1/2020,VA,Chesterfield County,51041,69,1419
9/24/2020,2/1/2020,8/1/2020,VA,Fairfax County,51059,479,3197
9/24/2020,2/1/2020,8/1/2020,VA,Hanover County,51085,68,742
9/24/2020,2/1/2020,8/1/2020,VA,Henrico County,51087,154,1900
9/24/2020,2/1/2020,8/1/2020,VA,James City County,51095,10,380
9/24/2020,2/1/2020,8/1/2020,VA,Loudoun County,51107,128,1057
9/24/2020,2/1/2020,8/1/2020,VA,Mecklenburg County,51117,29,258
9/24/2020,2/1/2020,8/1/2020,VA,Northampton County,51131,15,80
9/24/2020,2/1/2020,8/1/2020,VA,Page County,51139,23,146
9/24/2020,2/1/2020,8/1/2020,VA,Prince William County,51153,111,1027
9/24/2020,2/1/2020,8/1/2020,VA,Rockingham County,51165,39,490
9/24/2020,2/1/2020,8/1/2020,VA,Shenandoah County,51171,26,260
9/24/2020,2/1/2020,8/1/2020,VA,Southampton County,51175,10,76
9/24/2020,2/1/2020,8/1/2020,VA,Spotsylvania County,51177,23,423
9/24/2020,2/1/2020,8/1/2020,VA,York County,51199,14,278
9/24/2020,2/1/2020,8/1/2020,VA,Alexandria city,51510,85,543
9/24/2020,2/1/2020,8/1/2020,VA,Charlottesville city,51540,39,578
9/24/2020,2/1/2020,8/1/2020,VA,Chesapeake city,51550,23,995
9/24/2020,2/1/2020,8/1/2020,VA,Danville city,51590,10,437
9/24/2020,2/1/2020,8/1/2020,VA,Emporia city,51595,13,69
9/24/2020,2/1/2020,8/1/2020,VA,Fredericksburg city,51630,33,484
9/24/2020,2/1/2020,8/1/2020,VA,Galax city,51640,32,114
9/24/2020,2/1/2020,8/1/2020,VA,Hampton city,51650,13,639
9/24/2020,2/1/2020,8/1/2020,VA,Harrisonburg city,51660,15,152
9/24/2020,2/1/2020,8/1/2020,VA,Hopewell city,51670,12,177
9/24/2020,2/1/2020,8/1/2020,VA,Lynchburg city,51680,25,843
9/24/2020,2/1/2020,8/1/2020,VA,Manassas city,51683,82,307
9/24/2020,2/1/2020,8/1/2020,VA,Martinsville city,51690,10,209
9/24/2020,2/1/2020,8/1/2020,VA,Newport News city,51700,39,1102
9/24/2020,2/1/2020,8/1/2020,VA,Norfolk city,51710,61,1502
9/24/2020,2/1/2020,8/1/2020,VA,Petersburg city,51730,57,454
9/24/2020,2/1/2020,8/1/2020,VA,Portsmouth city,51740,33,605
9/24/2020,2/1/2020,8/1/2020,VA,Richmond city,51760,71,1671
9/24/2020,2/1/2020,8/1/2020,VA,Roanoke city,51770,35,1279
9/24/2020,2/1/2020,8/1/2020,VA,Salem city,51775,23,501
9/24/2020,2/1/2020,8/1/2020,VA,Suffolk city,51800,61,536
9/24/2020,2/1/2020,8/1/2020,VA,Virginia Beach city,51810,51,1719
9/24/2020,2/1/2020,8/1/2020,VA,Winchester city,51840,29,604
9/24/2020,2/1/2020,8/1/2020,WA,Benton County,53005,126,1096
9/24/2020,2/1/2020,8/1/2020,WA,Chelan County,53007,18,513
9/24/2020,2/1/2020,8/1/2020,WA,Clark County,53011,41,2170
9/24/2020,2/1/2020,8/1/2020,WA,Franklin County,53021,22,169
9/24/2020,2/1/2020,8/1/2020,WA,Island County,53029,13,315
9/24/2020,2/1/2020,8/1/2020,WA,King County,53033,636,7902
9/24/2020,2/1/2020,8/1/2020,WA,Kittitas County,53037,17,163
9/24/2020,2/1/2020,8/1/2020,WA,Pierce County,53053,128,3901
9/24/2020,2/1/2020,8/1/2020,WA,Skagit County,53057,17,661
9/24/2020,2/1/2020,8/1/2020,WA,Snohomish County,53061,155,2973
9/24/2020,2/1/2020,8/1/2020,WA,Spokane County,53063,76,2843
9/24/2020,2/1/2020,8/1/2020,WA,Thurston County,53067,12,1338
9/24/2020,2/1/2020,8/1/2020,WA,Whatcom County,53073,44,973
9/24/2020,2/1/2020,8/1/2020,WA,Yakima County,53077,176,1237
9/24/2020,2/1/2020,8/1/2020,WV,Berkeley County,54003,11,572
9/24/2020,2/1/2020,8/1/2020,WV,Kanawha County,54039,34,1725
9/24/2020,2/1/2020,8/1/2020,WV,Monongalia County,54061,18,995
9/24/2020,2/1/2020,8/1/2020,WV,Ohio County,54069,16,553
9/24/2020,2/1/2020,8/1/2020,WV,Wayne County,54099,10,156
9/24/2020,2/1/2020,8/1/2020,WI,Brown County,55009,59,1450
9/24/2020,2/1/2020,8/1/2020,WI,Dane County,55025,54,2444
9/24/2020,2/1/2020,8/1/2020,WI,Grant County,55043,13,232
9/24/2020,2/1/2020,8/1/2020,WI,Kenosha County,55059,70,847
9/24/2020,2/1/2020,8/1/2020,WI,La Crosse County,55063,10,785
9/24/2020,2/1/2020,8/1/2020,WI,Milwaukee County,55079,437,5626
9/24/2020,2/1/2020,8/1/2020,WI,Outagamie County,55087,16,897
9/24/2020,2/1/2020,8/1/2020,WI,Ozaukee County,55089,49,624
9/24/2020,2/1/2020,8/1/2020,WI,Racine County,55101,54,977
9/24/2020,2/1/2020,8/1/2020,WI,Rock County,55105,23,898
9/24/2020,2/1/2020,8/1/2020,WI,Sheboygan County,55117,12,587
9/24/2020,2/1/2020,8/1/2020,WI,Walworth County,55127,22,462
9/24/2020,2/1/2020,8/1/2020,WI,Washington County,55131,12,563
9/24/2020,2/1/2020,8/1/2020,WI,Waukesha County,55133,52,1913
9/24/2020,2/1/2020,8/1/2020,WI,Waupaca County,55135,12,317
9/24/2020,2/1/2020,8/1/2020,WI,Winnebago County,55139,15,893
